20230305 10:52:04
state,1:Rising,2:Falling,3:Landing,-1:Error
time,state,pressure,temperature,altitude
10:52:04,0,1025.979186075236,24.169668714894215,-108.49930452634605
10:52:04,0,1025.917670475209,24.164595688227564,-107.97698321679268
10:52:05,0,1025.917670475209,24.164595688227564,-107.97698321679268
10:52:05,0,1025.9441140453864,24.17981476910063,-108.20625966165265
10:52:05,0,1025.970465027268,24.17981476910063,-108.42921867597786
10:52:06,0,1025.970465027268,24.17981476910063,-108.42921867597786
10:52:06,0,1026.119852021794,24.1899608244712,-109.69681538968186
10:52:07,0,1026.119852021794,24.1899608244712,-109.69681538968186
10:52:07,0,1026.0759645653527,24.195033852593042,-109.32739117278176
10:52:07,0,1026.0759645653527,24.195033852593042,-109.32739117278176
10:52:08,0,1025.9881873519264,24.20517990970984,-108.58842855357547
10:52:08,0,1025.9881873519264,24.20517990970984,-108.58842855357547
10:52:09,0,1026.076059027559,24.210252938704798,-109.33378613281263
10:52:09,0,1026.076059027559,24.210252938704798,-109.33378613281263
10:52:10,0,1026.1640274728138,24.23054505759501,-110.08554584514087
10:52:10,0,1026.1640274728138,24.23054505759501,-110.08554584514087
10:52:11,0,1026.1025986282218,24.240691118786344,-109.56954419907399
10:52:11,0,1026.1025986282218,24.240691118786344,-109.56954419907399
10:52:11,0,1026.0498914287343,24.240691118786344,-109.12355211049812
10:52:12,0,1026.0498914287343,24.240691118786344,-109.12355211049812
10:52:12,0,1025.979279837063,24.184887796640396,-108.50565166998757
10:52:13,0,1025.979279837063,24.184887796640396,-108.50565166998757
10:52:13,0,1026.1291368770324,24.27112930934527,-109.8053298851479
10:52:13,0,1026.1291368770324,24.27112930934527,-109.8053298851479
10:52:14,0,1026.1115971937897,24.276202342123725,-109.65877728221662
10:52:14,0,1026.1115971937897,24.276202342123725,-109.65877728221662
10:52:15,0,1026.1468583886633,24.296494476147927,-109.96466585555495
10:52:15,0,1026.1468583886633,24.296494476147927,-109.96466585555495
10:52:15,0,1026.1029614236681,24.301567510381574,-109.59504367252543
10:52:16,0,1026.1029614236681,24.301567510381574,-109.59504367252543
10:52:16,0,1026.1029614236681,24.301567510381574,-109.59504367252543
10:52:17,0,1026.1029614236681,24.301567510381574,-109.59504367252543
10:52:17,0,1026.1029614236681,24.301567510381574,-109.59504367252543
10:52:18,0,1026.085507546551,24.321859650226543,-109.45479368468996
10:52:18,0,1026.085507546551,24.321859650226543,-109.45479368468996
10:52:18,0,1025.9800797100715,24.321859650226543,-108.5624073390605
10:52:19,0,1025.9800797100715,24.321859650226543,-108.5624073390605
10:52:19,0,1025.9099041438596,24.342151794728125,-107.97571589472376
10:52:20,0,1025.9099041438596,24.342151794728125,-107.97571589472376
10:52:20,0,1025.8308310422285,24.342151794728125,-107.30623551122466
10:52:20,0,1025.8308310422285,24.342151794728125,-107.30623551122466
10:52:21,0,1025.6815715863152,24.36244394388632,-106.0495810988844
10:52:21,0,1025.6815715863152,24.36244394388632,-106.0495810988844
10:52:22,0,1025.611378943637,24.382736097701127,-105.46228573421034
10:52:22,0,1025.611378943637,24.382736097701127,-105.46228573421034
10:52:22,0,1025.6289996097782,24.39288217635476,-105.61513798116209
10:52:23,0,1025.6289996097782,24.39288217635476,-105.61513798116209
10:52:23,0,1025.5060784773343,24.413174337154487,-104.58100236622634
10:52:24,0,1025.5060784773343,24.413174337154487,-104.58100236622634
10:52:24,0,1025.5060784773343,24.413174337154487,-104.58100236622634
10:52:25,0,1025.4533576552487,24.413174337154487,-104.13432720766455
10:52:25,0,1025.4533576552487,24.413174337154487,-104.13432720766455
10:52:25,0,1025.4006369016531,24.413174337154487,-103.68762529566715
10:52:26,0,1025.4006369016531,24.413174337154487,-103.68762529566715
10:52:26,0,1025.2161744990092,24.428393460810184,-102.12968704400858
10:52:27,0,1025.2161744990092,24.428393460810184,-102.12968704400858
10:52:27,0,1025.1898717144045,24.443612587085227,-101.91196655546375
10:52:27,0,1025.1898717144045,24.443612587085227,-101.91196655546375
10:52:28,0,1025.0317030636388,24.443612587085227,-100.57117749462381
10:52:28,0,1025.0317030636388,24.443612587085227,-100.57117749462381
10:52:29,0,1024.9789803170434,24.443612587085227,-100.12419424656963
10:52:29,0,1024.9789803170434,24.443612587085227,-100.12419424656963
10:52:29,0,1024.9789803170434,24.443612587085227,-100.12419424656963
10:52:30,0,1024.8648295053517,24.468977803364396,-99.16478185179133
10:52:30,0,1024.8648295053517,24.468977803364396,-99.16478185179133
10:52:30,0,1024.8648295053517,24.468977803364396,-99.16478185179133
10:52:30,0,1024.8648295053517,24.468977803364396,-99.16478185179133
10:52:30,0,1024.8297110355315,24.479123891913332,-98.87033801646358
